id,name,description,parentId,createdAt,updatedAt,heroBackgroundImage,isHeroTransparent,heroSubtitle,heroTitleFont,heroTitleColor,heroTitleSize,heroSubtitleFont,heroSubtitleColor,heroSubtitleSize,heroGradientFrom,heroGradientVia,heroGradientTo,categoryFont,categoryColor,categoryBgColor,ribbonColor,postCount,userGroupId,cityId,districtId,heroAlignment,backgroundColor,backgroundImage,borderBottomColor,borderColor,borderTopColor,gradientFrom,gradientTo,gradientVia,isGradient,isWallTransparent,isWallBackgroundRepeat,noBorder,navMenuBgColor,navMenuFont,navMenuFontSize,navMenuMainBold,navMenuTextColor,siteBackgroundColor,siteBackgroundImage,siteGradientFrom,siteGradientTo,siteGradientVia,siteIsGradient,contactName,contactPhone,contactEmail,homeCategoryIds,postitLimit,order,icon,logoUrl,logoPosition,logoSize,useParentLogo,useCustomLayout,customLayout
cmmuinsxe001jw8qzmyw6sfy1,GÜZELLİK & MODA,Güzellik & Moda,,2026-03-17T11:15:50.449Z,2026-03-17T19:31:26.164Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,true,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,👠,,top-right,medium,false,false,"[]"
cmmuit4u8001mw8qz16dh45qk,Güzellik Merkezleri,Güzellik Merkezleri,cmmuinsxe001jw8qzmyw6sfy1,2026-03-17T11:19:59.168Z,2026-03-17T11:43:51.353Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,,,top-right,medium,false,false,"[]"
cmmuiuc3r001pw8qzrit8e2vl,Estetik & Güzellik Üzerine,Estetik & Güzellik Üzerine,cmmuinsxe001jw8qzmyw6sfy1,2026-03-17T11:20:55.238Z,2026-03-17T11:43:51.353Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,50,,,top-right,medium,false,false,"[]"
cmmujd6fb001sw8qzrg63n4rh,Hamam & Spa,Hamam & Spa,cmmuinsxe001jw8qzmyw6sfy1,2026-03-17T11:35:34.343Z,2026-03-17T11:43:51.353Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,40,,,top-right,medium,false,false,"[]"
cmmujjdbz001vw8qz2cvyhgp4,Makyaj & Saçta Moda,Makyaj & Saçta Moda,cmmuinsxe001jw8qzmyw6sfy1,2026-03-17T11:40:23.231Z,2026-03-17T11:43:51.353Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,30,,,top-right,medium,false,false,"[]"
cmmujk3ku001yw8qzfa7e0l8v,Giyimde Moda,Giyimde Moda,cmmuinsxe001jw8qzmyw6sfy1,2026-03-17T11:40:57.246Z,2026-03-17T11:43:51.353Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,20,,,top-right,medium,false,false,"[]"
cmmujn3hi0021w8qzk89kxsjq,Kilo Verme Merkezleri,Kilo Verme Merkezleri,cmmuinsxe001jw8qzmyw6sfy1,2026-03-17T11:43:17.094Z,2026-03-17T11:43:51.353Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,10,,,top-right,medium,false,false,"[]"
cmmujopsz0024w8qzr29j2dxw,SAĞLIK & YAŞAM,Sağlık & Yaşam,,2026-03-17T11:44:32.674Z,2026-03-17T19:04:19.700Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,🩺,,top-right,medium,false,false,"[]"
cmmujpe3o0027w8qzj826xecd,Alternatif Tıp,Alternatif Tıp,cmmujopsz0024w8qzr29j2dxw,2026-03-17T11:45:04.163Z,2026-03-17T11:49:20.245Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,40,,,top-right,medium,false,false,"[]"
cmmujqd1k002aw8qzj4pl1ynk,Aile Hekimliği,Aile Hekimliği,cmmujopsz0024w8qzr29j2dxw,2026-03-17T11:45:49.448Z,2026-03-17T11:49:20.245Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,20,,,top-right,medium,false,false,"[]"
cmmujsphq002dw8qz7vsra8um,Kaplıca & Termal Tesisler,Kaplıca & Termal Tesisler,cmmujopsz0024w8qzr29j2dxw,2026-03-17T11:47:38.893Z,2026-03-17T11:49:20.245Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,30,,,top-right,medium,false,false,"[]"
cmmujtlsa002gw8qzoqhwifvt,Eczaneler,Eczaneler,cmmujopsz0024w8qzr29j2dxw,2026-03-17T11:48:20.746Z,2026-03-17T11:49:20.245Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,10,,,top-right,medium,false,false,"[]"
cmmuju6u1002jw8qz7o7nv84b,Hastaneler,Hastaneler,cmmujopsz0024w8qzr29j2dxw,2026-03-17T11:48:48.025Z,2026-03-17T11:49:20.245Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,,,top-right,medium,false,false,"[]"
cmmujvf1j002mw8qz2dpc1voy,ASTROLOJİ,ASTROLOJİ,,2026-03-17T11:49:45.319Z,2026-03-17T18:53:38.972Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,🌟,,top-right,medium,false,false,"[]"
cmmujx17x002pw8qzfrxchmn1,SON DAKİKA & ÖNEMLİ HABERLER,Son Dakika & Önemli Haberler,,2026-03-17T11:51:00.717Z,2026-03-17T19:04:49.909Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,🪩,,top-right,medium,false,false,"[]"
cmmujy0v8002sw8qzd1zqnk2g,Dünyadan Haberler,Dünyadan Haberler,cmmujx17x002pw8qzfrxchmn1,2026-03-17T11:51:46.915Z,2026-03-17T11:51:46.915Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,,,top-right,medium,false,false,"[]"
cmmujz2qh002vw8qztkamnj9n,Ülke Gündemi,Ülke Gündemi,cmmujx17x002pw8qzfrxchmn1,2026-03-17T11:52:35.993Z,2026-03-17T11:52:35.993Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,,,top-right,medium,false,false,"[]"
cmmuk6y9x002yw8qzbbumg382,Yerel Gündem,Yerel Gündem,cmmujx17x002pw8qzfrxchmn1,2026-03-17T11:58:43.461Z,2026-03-17T11:58:43.461Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,,,top-right,medium,false,false,"[]"
cmmuk83tx0031w8qzcmlq81r0,Köşe Yazarları,Köşe Yazarları,cmmujx17x002pw8qzfrxchmn1,2026-03-17T11:59:37.317Z,2026-03-17T11:59:37.317Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,,,top-right,medium,false,false,"[]"
cmmuk98uk0034w8qzdhi9y9sp,Burçlar,Burçlar,cmmujvf1j002mw8qz2dpc1voy,2026-03-17T12:00:30.476Z,2026-03-17T12:00:30.476Z,,false,,sans-serif,#ffffff,5xl,sans-serif,#ffffff,xl,#facc15,#f472b6,#a855f7,sans-serif,#1f2937,#ffffff,#502bb1,0,,,,left,,,,,,#facc15,#a855f7,#f472b6,false,false,,false,,sans-serif,14,true,,,,,,,false,,,,"[]",0,0,,,top-right,medium,false,false,"[]"
